Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_value
82.18,1.039375,0.1925,16.163125,13.872,2.8524352941176465,1.558529411764706,0.425,5.56313597873398
89.66,1.96875,0.275,7.41245,2.3338,3.011,1.5058823529411764,0.6838,16.94007817722913
78.61,2.27375,0.36,17.77125,0.5263,4.299223529411765,2.089442705882353,0.985,12.38318540779291
80.47,2.0625,0.2475,16.27,0.6639,4.148588235294117,1.9235294117647064,0.95,14.449894672829199
81.07,1.8125,0.2638,15.9624,0.6451,4.068017647058823,1.723235294117647,0.8913,12.710805043178466
79.54,1.578125,0.375,17.327875,6.0588,4.523223529411765,2.212972117647059,1.179,20.088476396622582
95.2,0.4921875,0.1625,3.3165125,2.670641176470588,1.6779490196078433,0.9588235294117644,0.8288,11.544104738914939
95.87,0.625,0.1775,2.9525,2.5520529411764707,1.6874392156862743,0.9588235294117649,0.375,26.450986848087744
91.87,0.96125,0.2275,6.38375,3.977811764705883,1.8497294117647056,1.1,0.5575,8.673550414901108
91.14,1.2425,0.2138,6.7899,4.733635294117646,1.8800235294117649,1.2294117647058822,0.6138,9.116900595647225
90.83,0.640625,0.22,7.964375,4.862,2.0256705882352946,1.2705882352941176,0.345,9.793008882555814
85.55,1.008125,0.1875,12.904375,2.6759,3.235390196078431,1.411658823529412,0.35,30.233949344048032
84.19,0.703125,0.3063,14.571775,9.356,3.184329411764706,1.3261764705882353,0.2288,11.510488867473809
78.19,0.914375,0.1638,20.196825,17.341,3.349082352941177,2.0425603529411767,0.535,15.397182695746302
79.88,0.89875,0.2325,18.60375,16.133,3.055317647058823,2.018854470588235,0.385,2.757895783958424
87.1,0.2734375,0.1625,12.2615625,9.663,2.2854666666666668,1.1501882352941175,0.2025,10.579098274010484
10.56,0.918225,0.4938,87.312975,25.024352941176478,4.834,2.7034310588235293,0.715,5.60835162438048
2.265,15.03684,3.313848470588236,21.64216,6.5096823529411765,5.984,7.798405882352942,3.626,26.26542750911433
4.811,17.4423,3.528411764705883,36.2887,7.578047058823529,4.104,9.222982352941177,2.598,34.38292523058646
4.309,13.4938,3.152536705882353,26.5012,7.867052941176471,8.41,5.943111764705883,2.206,27.09553457828612
4.816,23.205,1.8556718823529412,26.498,7.598305882352941,8.014,7.028329176470587,2.201,19.634700274021977
7.326,5.28675,4.636,80.45025,14.205523529411764,8.711,2.7034310588235293,2.301,17.855043923740062
1.829,7.7857,2.482207176470588,24.0943,9.726358823529411,7.563,3.7200016470588233,1.361,21.986981488869677
3.95,20.5057,2.506665058823529,27.6943,8.591988235294119,6.969,7.745204117647059,2.83,29.51902821509089
6.621,29.9079,1.5918621176470586,18.6751,7.888341176,5.079,6.085275,4.766,44.21470917291577
4.873,18.8733,3.2780764705882355,24.5007,7.3783,7.215,7.901069411764706,3.313,19.63097551339721
4.69,16.1385,15.28,58.9025,4.736211764705883,34.24,6.815882352941176,4.989,33.18542462025357
12.3,21.5625,2.199,59.7955,7.361473,21.05273485531336,4.636888529411765,4.143,21.086540242446965
8.774,21.275,6.274,60.358,3.272941176470588,19.47647058823529,5.080631882352941,3.319,30.24680689143143
9.451,23.56875,1.925,62.17125,6.899994117647059,18.3639803,4.3208964705882345,2.884,23.1658892853381
11.01,21.225,2.419,61.836,6.964220235294118,20.968421129823167,4.1515487058823535,3.51,29.208538681444686
70.79,6.9125,1.273,19.8135,17.90700588235294,4.616988235294118,3.3543829411764707,1.211,4.729803797553527
70.96,6.56875,1.398,19.98325,17.90700588235294,4.616988235294119,3.4704994117647057,1.09,3.9897281468279173
71.53,7.4125,1.169,18.8185,17.09894705882353,4.616988235294118,3.631844117647059,1.07,10.733753956404115
68.59,7.01875,3.096,20.32025,20.78974294117647,4.244929411764706,3.0532000000000004,0.975,28.371068674072625
68.82,7.8,1.256,21.03,21.77884294117647,4.244929411764706,3.0061411764705888,1.094,8.236235757986304
68.93,7.30625,1.299,21.44675,21.77884294117647,4.244929411764706,2.823788235294118,1.018,25.046915209692347
80.53,4.734375,1.153,12.707625,7.89355882352941,4.086164705882353,2.582188235294118,0.875,4.7855718386510535
71.33,6.69375,1.266,19.60025,17.432299999999998,4.616988235294118,3.4999111764705884,1.11,17.79918910185554
71.62,6.925,1.296,19.1659,17.09894705882353,4.616988235294118,3.482624117647059,0.9931,14.769047066840532
71.16,7.03125,1.266,19.32875,17.907005882352937,4.616988235294118,3.482624117647059,1.214,2.7837870241927627
95.01,0.984375,0.205,3.27,3.0213470588235296,0.7525,0.9588235294117644,0.54,20.650052296126244
94.05,0.890625,0.135,4.39,3.241464705882353,0.9563,0.9470588235294118,0.5275,5.919627526485138
87.32,1.14875,0.1675,10.50745,7.021552941176471,1.959,1.2443058823529412,0.8563,9.52267362120398
87.22,1.25,0.1825,10.48,6.802964705882353,2.635,1.232541176470588,0.8675,24.382980041480312
94.54,1.02375,0.2338,3.51495,2.604876470588235,1.259,0.9588235294117644,0.6875,8.193312238939559
92.72,1.640625,0.2375,4.723075,2.879635294117647,1.948,1.0352941176470587,0.6788,0.5807992728665594
87.51,2.96875,0.77,7.02225,4.768547059,3.816,1.8235294117647056,1.729,24.34978084598507
84.62,3.984375,0.565,9.615625,6.629611764705882,4.785,1.897058823529412,1.215,12.915277835513528
88.16,1.6875,0.3025,8.787,5.1015,3.119,1.7235294117647058,1.063,5.496684773732241
93.11,0.851875,0.12,5.399325,2.354,2.448,0.9823529411764704,0.5188,2.9560476622291256
93.93,0.8675,0.2063,4.2874,2.613,0.8725,0.9470588235294118,0.7088,18.55172878918066
90.21,1.351875,0.3825,6.331625,3.517,1.636,1.5352941176470587,1.724,13.285674997399187
71.93,4.234375,0.7325,20.188125,11.693,4.704,3.383605294117647,2.915,26.923268029877878
89.94,1.4375,0.3975,7.137,3.744,1.944,1.4588235294117649,1.088,16.28209629700874
89.11,1.578125,0.265,8.036875,4.313,1.971,1.5529411764705885,1.01,6.791328502971796
87.88,0.96125,0.405,10.23875,6.25,1.51,1.4060705882352942,0.515,15.616976199199982
90.59,0.53125,0.2163,8.14995,7.029,2.2022000000000004,1.2705882352941178,0.5125,11.229631157630209
66.06,1.15625,0.8933,30.95215,14.243,2.125,2.6139382352941176,0.9383,12.02399959569552
63.59,1.229375,0.685,33.587325,2.412,2.53,3.214985294117647,0.9083,12.12083256279918
90.94,1.64875,0.325,5.36825,3.782517647058823,2.28,1.2352941176470589,1.718,13.118766809532755
92.57,1.4375,0.2163,5.1012,3.4678705882352947,1.883,1.035294117647059,0.675,18.771207485298564
67.0,1.8125,20.31,8.3235,18.008823529411764,7.302745098039217,4.8515411764705885,2.554,30.83735582841233
80.25,2.789375,1.626,14.689625,7.372,2.428,2.1116,0.645,6.52643036142349
83.83,1.008125,0.64,13.818075,8.5568,2.129,1.5555882352941175,0.7038,2.245987614776408
84.65,1.039375,0.4575,13.421825,9.116,1.328,1.2910705882352942,0.4313,10.322450032322106
83.2,0.5625,0.5725,15.265,10.698,1.753,1.3261764705882353,0.4,7.474519014672962
80.79,0.6875,0.6813,17.3962,11.1,1.289,1.898767411764706,0.445,16.110043477422085
84.27,0.3125,0.3713,14.7674,7.79871,2.636,1.3261764705882353,0.2788,6.6356592056875465
84.94,0.578125,0.2825,13.455575,7.964,1.346,1.2498941176470588,0.7438,0.9970374314266284
67.71,1.166875,0.99,29.191425,19.16633,1.792,2.466879411764705,0.9417,6.9849724292493764
